	city	city_ascii
337	Gander	Gander
338	Rothesay	Rothesay
339	Brock	Brock
340	Summerland	Summerland
341	Val-des-Monts	Val-des-Monts
342	Taché	Tache
343	Montmagny	Montmagny
344	Erin	Erin
345	Kincardine	Kincardine
346	North Dundas	North Dundas
347	Wellesley	Wellesley
348	Estevan	Estevan
349	North Saanich	North Saanich
350	Warman	Warman
351	La Tuque	La Tuque
352	Norwich	Norwich
353	Meaford	Meaford
354	Adjala-Tosorontio	Adjala-Tosorontio
355	Hamilton Township	Hamilton Township
356	St. Clements	St. Clements
357	Saint-Amable	Saint-Amable
358	Weyburn	Weyburn
359	South Dundas	South Dundas
360	L’Île-Perrot	L'Ile-Perrot
361	Notre-Dame-de-l'Île-Perrot	Notre-Dame-de-l'Ile-Perrot
362	Williams Lake	Williams Lake
363	Elliot Lake	Elliot Lake
364	Cantley	Cantley
365	Nelson	Nelson
366	Lambton Shores	Lambton Shores
367	Mapleton	Mapleton
368	Georgian Bluffs	Georgian Bluffs
369	Rawdon	Rawdon
370	Campbellton	Campbellton
371	View Royal	View Royal
372	Coldstream	Coldstream
373	Chester	Chester
374	Queens	Queens
375	Selkirk	Selkirk
376	Saint-Félicien	Saint-Felicien
377	Hawkesbury	Hawkesbury
378	Roberval	Roberval
379	Sainte-Agathe-des-Monts	Sainte-Agathe-des-Monts
380	North Dumfries	North Dumfries
381	Rideau Lakes	Rideau Lakes
382	Sechelt	Sechelt
383	North Glengarry	North Glengarry
384	South Huron	South Huron
385	Marieville	Marieville
386	Tay	Tay
387	Temiskaming Shores	Temiskaming Shores
388	Hinton	Hinton
389	Saint-Sauveur	Saint-Sauveur
390	Quesnel	Quesnel
391	Elizabethtown-Kitley	Elizabethtown-Kitley
392	Morinville	Morinville
393	Grey Highlands	Grey Highlands
394	Stratford	Stratford
395	Alfred and Plantagenet	Alfred and Plantagenet
396	Mont-Tremblant	Mont-Tremblant
397	Martensville	Martensville
398	Saint-Raymond	Saint-Raymond
399	Amherst	Amherst
400	Ramara	Ramara
401	Leeds and the Thousand Islands	Leeds and the Thousand Islands
402	Carignan	Carignan
403	Brockton	Brockton
404	Laurentian Valley	Laurentian Valley
405	East St. Paul	East St. Paul
406	Lorraine	Lorraine
407	Sainte-Julienne	Sainte-Julienne
408	Blackfalds	Blackfalds
409	Malahide	Malahide
410	Oromocto	Oromocto
411	Olds	Olds
412	Huron East	Huron East
413	Stanley	Stanley
414	Penetanguishene	Penetanguishene
415	Qualicum Beach	Qualicum Beach
416	Notre-Dame-des-Prairies	Notre-Dame-des-Prairies
417	West Perth	West Perth
418	Cavan Monaghan	Cavan Monaghan
419	Arnprior	Arnprior
420	Smiths Falls	Smiths Falls
421	Pont-Rouge	Pont-Rouge
422	Champlain	Champlain
423	Coaticook	Coaticook
424	Minto	Minto
425	Morden	Morden
426	Mono	Mono
427	Ladysmith	Ladysmith
428	Bridgewater	Bridgewater
429	Dauphin	Dauphin
430	Otterburn Park	Otterburn Park
431	Taber	Taber
432	South Bruce Peninsula	South Bruce Peninsula
433	Edson	Edson
434	Farnham	Farnham
435	Kapuskasing	Kapuskasing
436	La Malbaie	La Malbaie
437	Renfrew	Renfrew
438	Coaldale	Coaldale
439	Portugal Cove-St. Philip's	Portugal Cove-St. Philip's
440	Zorra	Zorra
441	Kitimat	Kitimat
442	Shelburne	Shelburne
443	Saint-Hippolyte	Saint-Hippolyte
444	Castlegar	Castlegar
445	Church Point	Church Point
446	Drumheller	Drumheller
447	Kirkland Lake	Kirkland Lake
448	Argyle	Argyle
449	Torbay	Torbay
450	La Pêche	La Peche
451	Banff	Banff
452	Innisfail	Innisfail
453	Nicolet	Nicolet
454	Rockwood	Rockwood
455	Drummond/North Elmsley	Drummond/North Elmsley
456	Dryden	Dryden
457	Fort Frances	Fort Frances
458	La Sarre	La Sarre
459	Trail	Trail
460	Chandler	Chandler
461	Stone Mills	Stone Mills
462	Hanover	Hanover
463	South-West Oxford	South-West Oxford
464	Acton Vale	Acton Vale
465	Bromont	Bromont
466	Beckwith	Beckwith
467	Goderich	Goderich
468	Plympton-Wyoming	Plympton-Wyoming
469	Central Huron	Central Huron
470	Rigaud	Rigaud
471	Louiseville	Louiseville
472	Chibougamau	Chibougamau
473	Aylmer	Aylmer
474	Delson	Delson
475	Kimberley	Kimberley
476	Blandford-Blenheim	Blandford-Blenheim
477	Bayham	Bayham
478	Augusta	Augusta
479	Puslinch	Puslinch
480	Beauport	Beauport
481	Saint-Rémi	Saint-Remi
482	St. Marys	St. Marys
483	Drayton Valley	Drayton Valley
484	Ponoka	Ponoka
485	Labrador City	Labrador City
486	Donnacona	Donnacona
487	Southgate	Southgate
488	McNab/Braeside	McNab/Braeside
489	Macdonald	Macdonald
490	Baie-Saint-Paul	Baie-Saint-Paul
491	Merritt	Merritt
492	Bluewater	Bluewater
493	East Zorra-Tavistock	East Zorra-Tavistock
494	Stoneham-et-Tewkesbury	Stoneham-et-Tewkesbury
495	Asbestos	Asbestos
496	Huron-Kinloss	Huron-Kinloss
497	Coteau-du-Lac	Coteau-du-Lac
498	The Blue Mountains	The Blue Mountains
499	Whitewater Region	Whitewater Region
500	Edwardsburgh/Cardinal	Edwardsburgh/Cardinal
501	Sainte-Anne-des-Monts	Sainte-Anne-des-Monts
502	Old Chelsea	Old Chelsea
503	North Stormont	North Stormont
504	Alnwick/Haldimand	Alnwick/Haldimand
505	Peace River	Peace River
506	Arran-Elderslie	Arran-Elderslie
507	Saint-Zotique	Saint-Zotique
508	Val-Shefford	Val-Shefford
509	Douro-Dummer	Douro-Dummer
510	Plessisville	Plessisville
511	Ritchot	Ritchot
512	Otonabee-South Monaghan	Otonabee-South Monaghan
513	Shediac	Shediac
514	Slave Lake	Slave Lake
515	Port-Cartier	Port-Cartier
516	Barrington	Barrington
517	Rocky Mountain House	Rocky Mountain House
518	Chatsworth	Chatsworth
519	Stephenville	Stephenville
520	Devon	Devon
521	Yarmouth	Yarmouth
522	Boischatel	Boischatel
523	Parry Sound	Parry Sound
524	Pointe-Calumet	Pointe-Calumet
525	Beaubassin East / Beaubassin-est	Beaubassin East / Beaubassin-est
526	Wainfleet	Wainfleet
527	Cramahe	Cramahe
528	Beauceville	Beauceville
529	North Middlesex	North Middlesex
530	Amqui	Amqui
531	Sainte-Catherine-de-la-Jacques-Cartier	Sainte-Catherine-de-la-Jacques-Cartier
532	Clarenville	Clarenville
533	Mont-Joli	Mont-Joli
534	Wainwright	Wainwright
535	Contrecoeur	Contrecoeur
536	Saint-Joseph-du-Lac	Saint-Joseph-du-Lac
537	Hope	Hope
538	Gimli	Gimli
539	Saint-Apollinaire	Saint-Apollinaire
540	Hindon Hill	Hindon Hill
541	Les Cèdres	Les Cedres
542	La Broquerie	La Broquerie
543	Kent	Kent
544	Tweed	Tweed
545	Saint-Félix-de-Valois	Saint-Felix-de-Valois
546	Bay Roberts	Bay Roberts
547	Melfort	Melfort
548	Bonnyville	Bonnyville
549	Stettler	Stettler
550	Saint-Calixte	Saint-Calixte
551	Lac-Mégantic	Lac-Megantic
552	Perth	Perth
553	Oliver Paipoonge	Oliver Paipoonge
554	Humboldt	Humboldt
555	Pontiac	Pontiac
556	St. Paul	St. Paul
557	Petrolia	Petrolia
558	Southwest Middlesex	Southwest Middlesex
559	Front of Yonge	Front of Yonge
560	Vegreville	Vegreville
561	Sainte-Brigitte-de-Laval	Sainte-Brigitte-de-Laval
562	Verchères	Vercheres
563	The Pas	The Pas
564	Saint-Césaire	Saint-Cesaire
565	La Ronge	La Ronge
566	Tay Valley	Tay Valley
567	South Bruce	South Bruce
568	McMasterville	McMasterville
569	Redcliff	Redcliff
570	Saint-Philippe	Saint-Philippe
571	Richelieu	Richelieu
572	Notre-Dame-du-Mont-Carmel	Notre-Dame-du-Mont-Carmel
